visit_date,condition,clicked_like
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,control,0
2018-04-02,control,1
2018-04-02,control,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,1
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-02,test,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,1
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,1
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
2018-04-03,control,0
